,0
2407,truck
2408,ship
2409,ship
2410,frog
2411,dog
2412,frog
2413,truck
2414,deer
2415,truck
2416,frog
2417,airplane
2418,frog
2419,automobile
2420,frog
2421,frog
2422,frog
2423,automobile
2424,truck
2425,airplane
2426,truck
2427,frog
2428,ship
2429,frog
2430,dog
2431,ship
2432,airplane
2433,frog
2434,airplane
2435,truck
2436,horse
2437,automobile
2438,airplane
2439,truck
2440,ship
2441,airplane
2442,airplane
2443,automobile
2444,dog
2445,frog
2446,ship
2447,dog
2448,ship
2449,ship
2450,frog
2451,frog
2452,ship
2453,airplane
2454,frog
2455,ship
2456,airplane
2457,deer
2458,truck
2459,frog
2460,ship
2461,frog
2462,ship
2463,airplane
2464,horse
2465,dog
2466,frog
2467,deer
2468,automobile
2469,ship
2470,horse
2471,ship
2472,airplane
2473,horse
2474,truck
2475,truck
2476,ship
2477,airplane
2478,frog
2479,dog
2480,frog
2481,horse
2482,deer
2483,airplane
2484,truck
2485,horse
2486,airplane
2487,deer
2488,deer
2489,frog
2490,airplane
2491,dog
2492,ship
2493,deer
2494,truck
2495,ship
2496,automobile
2497,truck
2498,truck
2499,airplane
2500,airplane
2501,deer
2502,truck
2503,horse
2504,ship
2505,frog
2506,frog
2507,automobile
2508,truck
2509,automobile
2510,frog
2511,truck
2512,truck
2513,truck
2514,airplane
2515,frog
2516,airplane
2517,deer
2518,dog
2519,frog
2520,airplane
2521,ship
2522,frog
2523,truck
2524,frog
2525,airplane
2526,airplane
2527,truck
2528,ship
2529,horse
2530,frog
2531,airplane
2532,truck
2533,truck
2534,horse
2535,frog
2536,truck
2537,frog
2538,deer
2539,automobile
2540,frog
2541,deer
2542,airplane
2543,truck
2544,truck
2545,dog
2546,frog
2547,frog
2548,frog
2549,deer
2550,airplane
2551,horse
2552,frog
2553,automobile
2554,truck
2555,dog
2556,frog
2557,airplane
2558,dog
2559,frog
2560,frog
2561,ship
2562,frog
2563,airplane
2564,truck
2565,horse
2566,deer
2567,frog
2568,frog
2569,dog
2570,deer
2571,frog
2572,dog
2573,frog
2574,dog
2575,airplane
2576,frog
2577,horse
2578,airplane
2579,ship
2580,dog
2581,frog
2582,horse
2583,frog
2584,airplane
2585,truck
2586,truck
2587,airplane
2588,airplane
2589,airplane
2590,airplane
2591,truck
2592,frog
2593,ship
2594,truck
2595,ship
2596,ship
2597,frog
2598,airplane
2599,ship
2600,airplane
2601,cat
2602,ship
2603,frog
2604,airplane
2605,frog
2606,airplane
2607,frog
2608,ship
2609,airplane
2610,automobile
2611,truck
2612,truck
2613,truck
2614,frog
2615,deer
2616,airplane
2617,airplane
2618,airplane
2619,airplane
2620,truck
2621,frog
2622,ship
2623,automobile
2624,airplane
2625,deer
2626,airplane
2627,airplane
2628,airplane
2629,airplane
2630,frog
2631,automobile
2632,frog
2633,dog
2634,horse
2635,ship
2636,airplane
2637,truck
2638,dog
2639,horse
2640,dog
2641,airplane
2642,ship
2643,truck
2644,frog
2645,ship
2646,airplane
2647,frog
2648,frog
2649,airplane
2650,dog
2651,frog
2652,frog
2653,airplane
2654,frog
2655,ship
2656,ship
2657,ship
2658,ship
2659,airplane
2660,frog
2661,frog
2662,frog
2663,frog
2664,frog
2665,frog
2666,airplane
2667,truck
2668,frog
2669,dog
2670,ship
2671,airplane
2672,frog
2673,frog
2674,dog
2675,airplane
2676,frog
2677,frog
2678,ship
2679,airplane
2680,ship
2681,airplane
2682,truck
2683,airplane
2684,frog
2685,dog
2686,horse
2687,airplane
2688,truck
2689,frog
2690,ship
2691,ship
2692,ship
2693,frog
2694,frog
2695,airplane
2696,ship
2697,frog
2698,airplane
2699,dog
2700,airplane
2701,deer
2702,deer
2703,frog
2704,airplane
2705,horse
2706,truck
2707,frog
2708,deer
2709,airplane
2710,frog
2711,dog
2712,deer
2713,automobile
2714,airplane
2715,horse
2716,airplane
2717,dog
2718,truck
2719,truck
2720,ship
2721,deer
2722,truck
2723,airplane
2724,truck
2725,truck
2726,airplane
2727,dog
2728,frog
2729,frog
2730,ship
2731,airplane
2732,truck
2733,dog
2734,truck
2735,airplane
2736,ship
2737,dog
2738,airplane
2739,airplane
2740,frog
2741,truck
2742,frog
2743,frog
2744,frog
2745,horse
2746,ship
2747,frog
2748,frog
2749,truck
2750,frog
2751,frog
2752,airplane
2753,frog
2754,truck
2755,frog
2756,dog
2757,frog
2758,dog
2759,airplane
2760,automobile
2761,truck
2762,ship
2763,deer
2764,truck
2765,airplane
2766,frog
2767,frog
2768,truck
2769,horse
2770,dog
2771,frog
2772,airplane
2773,deer
2774,frog
2775,ship
2776,dog
2777,truck
2778,airplane
2779,frog
2780,truck
2781,airplane
2782,ship
2783,frog
2784,airplane
2785,dog
2786,truck
2787,frog
2788,truck
2789,frog
2790,truck
2791,ship
2792,dog
2793,frog
2794,horse
2795,airplane
2796,horse
2797,airplane
2798,airplane
2799,automobile
2800,airplane
2801,dog
2802,airplane
2803,ship
2804,frog
2805,ship
2806,frog
2807,ship
2808,ship
2809,frog
2810,airplane
2811,ship
2812,airplane
2813,dog
2814,airplane
2815,horse
2816,dog
2817,frog
2818,airplane
2819,frog
2820,ship
2821,truck
2822,airplane
2823,dog
2824,ship
2825,frog
2826,airplane
2827,frog
2828,frog
2829,truck
2830,frog
2831,ship
2832,frog
2833,horse
2834,ship
2835,frog
2836,ship
2837,airplane
2838,ship
2839,airplane
2840,ship
2841,ship
2842,airplane
2843,ship
2844,frog
2845,airplane
2846,automobile
2847,airplane
2848,frog
2849,ship
2850,ship
2851,frog
2852,frog
2853,truck
2854,frog
2855,frog
2856,truck
2857,frog
2858,airplane
2859,truck
2860,frog
2861,truck
2862,ship
2863,deer
2864,frog
2865,deer
2866,frog
2867,frog
2868,airplane
2869,truck
2870,frog
2871,airplane
2872,airplane
2873,frog
2874,truck
2875,horse
2876,deer
2877,truck
2878,ship
2879,frog
2880,frog
2881,frog
2882,frog
2883,airplane
2884,frog
2885,airplane
2886,airplane
2887,frog
2888,ship
2889,dog
2890,cat
2891,dog
2892,horse
2893,frog
2894,ship
2895,airplane
2896,airplane
2897,airplane
2898,frog
2899,horse
2900,truck
2901,frog
2902,airplane
2903,airplane
2904,airplane
2905,ship
2906,dog
2907,frog
2908,airplane
2909,airplane
2910,airplane
2911,ship
2912,truck
2913,airplane
2914,truck
2915,frog
2916,frog
2917,frog
2918,truck
2919,airplane
2920,airplane
2921,frog
2922,horse
2923,frog
2924,deer
2925,airplane
2926,truck
2927,frog
2928,ship
2929,dog
2930,ship
2931,ship
2932,ship
2933,frog
2934,frog
2935,automobile
2936,truck
2937,frog
2938,airplane
2939,truck
2940,frog
2941,truck
2942,airplane
2943,ship
2944,ship
2945,frog
2946,truck
2947,deer
2948,airplane
2949,frog
2950,ship
2951,frog
2952,ship
2953,frog
2954,frog
2955,airplane
2956,airplane
2957,truck
2958,truck
2959,frog
2960,deer
2961,frog
2962,automobile
2963,truck
2964,truck
2965,airplane
2966,frog
2967,airplane
2968,truck
2969,ship
2970,dog
2971,airplane
2972,ship
2973,truck
2974,airplane
2975,airplane
2976,ship
2977,deer
2978,truck
2979,ship
2980,frog
2981,frog
2982,automobile
2983,frog
2984,airplane
2985,frog
2986,airplane
2987,dog
2988,frog
2989,deer
2990,airplane
2991,frog
2992,airplane
2993,truck
2994,airplane
2995,airplane
2996,frog
2997,frog
2998,airplane
2999,frog
3000,truck
3001,frog
3002,frog
3003,truck
3004,truck
3005,dog
3006,frog
3007,horse
3008,ship
3009,truck
3010,deer
3011,ship
3012,frog
3013,ship
3014,airplane
3015,automobile
3016,dog
3017,ship
3018,dog
3019,frog
3020,airplane
3021,frog
3022,frog
3023,automobile
3024,frog
3025,automobile
3026,frog
3027,airplane
3028,airplane
3029,airplane
3030,horse
3031,dog
3032,airplane
3033,frog
3034,frog
3035,ship
3036,truck
3037,dog
3038,airplane
3039,frog
3040,dog
3041,airplane
3042,frog
3043,truck
3044,frog
3045,dog
3046,airplane
3047,truck
3048,automobile
3049,airplane
3050,horse
3051,frog
3052,frog
3053,frog
3054,airplane
3055,airplane
3056,frog
3057,truck
3058,frog
3059,dog
3060,dog
3061,dog
3062,airplane
3063,frog
3064,truck
3065,deer
3066,frog
3067,truck
3068,airplane
3069,frog
3070,truck
3071,truck
3072,frog
3073,frog
3074,airplane
3075,frog
3076,dog
3077,frog
3078,frog
3079,frog
3080,ship
3081,frog
3082,airplane
3083,ship
3084,frog
3085,airplane
3086,frog
3087,truck
3088,bird
3089,airplane
3090,automobile
3091,deer
3092,frog
3093,truck
3094,frog
3095,airplane
3096,truck
3097,truck
3098,airplane
3099,frog
3100,airplane
3101,airplane
3102,airplane
3103,ship
3104,dog
3105,deer
3106,frog
3107,truck
3108,bird
3109,dog
3110,frog
3111,airplane
3112,airplane
3113,airplane
3114,automobile
3115,ship
3116,frog
3117,ship
3118,dog
3119,airplane
3120,frog
3121,truck
3122,dog
3123,frog
3124,deer
3125,frog
3126,dog
3127,ship
3128,ship
3129,frog
3130,frog
3131,airplane
3132,frog
3133,deer
3134,airplane
3135,automobile
3136,frog
3137,airplane
3138,frog
3139,ship
3140,frog
3141,frog
3142,airplane
3143,truck
3144,truck
3145,automobile
3146,truck
3147,airplane
3148,frog
3149,airplane
3150,airplane
3151,frog
3152,frog
3153,ship
3154,frog
3155,frog
3156,frog
3157,airplane
3158,ship
3159,ship
3160,ship
3161,ship
3162,frog
3163,frog
3164,ship
3165,frog
3166,frog
3167,frog
3168,automobile
3169,frog
3170,truck
3171,frog
3172,dog
3173,airplane
3174,deer
3175,automobile
3176,bird
3177,airplane
3178,ship
3179,horse
3180,dog
3181,frog
3182,frog
3183,automobile
3184,frog
3185,ship
3186,frog
3187,frog
3188,airplane
3189,frog
3190,automobile
3191,truck
3192,dog
3193,frog
3194,dog
3195,truck
3196,truck
3197,frog
3198,frog
3199,frog
3200,truck
3201,frog
3202,truck
3203,airplane
3204,frog
3205,airplane
3206,truck
3207,airplane
3208,frog
3209,deer
3210,deer
3211,frog
3212,airplane
3213,airplane
3214,truck
3215,frog
3216,frog
3217,airplane
3218,airplane
3219,frog
3220,frog
3221,truck
3222,ship
3223,dog
3224,ship
3225,ship
3226,frog
3227,truck
3228,ship
3229,truck
3230,horse
3231,dog
3232,ship
3233,truck
3234,truck
3235,frog
3236,ship
3237,airplane
3238,airplane
3239,frog
3240,deer
3241,dog
3242,truck
3243,frog
3244,frog
3245,frog
3246,airplane
3247,dog
3248,airplane
3249,frog
3250,ship
3251,airplane
3252,airplane
3253,ship
3254,frog
3255,frog
3256,airplane
3257,dog
3258,airplane
3259,dog
3260,ship
3261,dog
3262,airplane
3263,frog
3264,truck
3265,frog
3266,frog
3267,frog
3268,ship
3269,truck
3270,dog
3271,deer
3272,frog
3273,truck
3274,truck
3275,airplane
3276,frog
3277,frog
3278,truck
3279,automobile
3280,airplane
3281,truck
3282,frog
3283,horse
3284,truck
3285,horse
3286,airplane
3287,truck
3288,truck
3289,airplane
3290,ship
3291,ship
3292,frog
3293,truck
3294,airplane
3295,deer
3296,dog
3297,airplane
3298,frog
3299,ship
3300,frog
3301,ship
3302,frog
3303,frog
3304,deer
3305,frog
3306,truck
3307,truck
3308,automobile
3309,airplane
3310,airplane
3311,ship
3312,dog
3313,airplane
3314,frog
3315,dog
3316,truck
3317,truck
3318,dog
3319,truck
3320,airplane
3321,airplane
3322,dog
3323,frog
3324,horse
3325,ship
3326,frog
3327,horse
3328,airplane
3329,deer
3330,frog
3331,bird
3332,horse
3333,frog
3334,airplane
3335,frog
3336,ship
3337,horse
3338,frog
3339,truck
3340,frog
3341,airplane
3342,frog
3343,frog
3344,frog
3345,truck
3346,frog
3347,airplane
3348,horse
3349,truck
3350,airplane
3351,truck
3352,ship
3353,horse
3354,horse
3355,ship
3356,frog
3357,airplane
3358,frog
3359,frog
3360,frog
3361,dog
3362,frog
3363,horse
3364,airplane
3365,ship
3366,truck
3367,cat
3368,bird
3369,airplane
3370,frog
3371,airplane
3372,frog
3373,truck
3374,frog
3375,frog
3376,automobile
3377,airplane
3378,truck
3379,truck
3380,frog
3381,dog
3382,frog
3383,dog
3384,airplane
3385,airplane
3386,truck
3387,truck
3388,deer
3389,airplane
3390,frog
3391,ship
3392,truck
3393,airplane
3394,deer
3395,dog
3396,airplane
3397,frog
3398,frog
3399,dog
3400,ship
3401,airplane
3402,airplane
3403,airplane
3404,cat
3405,frog
3406,frog
3407,frog
3408,airplane
3409,frog
3410,ship
3411,airplane
3412,frog
3413,dog
3414,frog
3415,dog
3416,truck
3417,airplane
3418,airplane
3419,airplane
3420,truck
3421,truck
3422,deer
3423,frog
3424,dog
3425,ship
3426,frog
3427,truck
3428,frog
3429,airplane
3430,frog
3431,truck
3432,dog
3433,truck
3434,airplane
3435,frog
3436,truck
3437,frog
3438,dog
3439,dog
3440,dog
3441,dog
3442,deer
3443,airplane
3444,dog
3445,frog
3446,airplane
3447,ship
3448,frog
3449,airplane
3450,deer
3451,deer
3452,airplane
3453,frog
3454,airplane
3455,airplane
3456,dog
3457,airplane
3458,ship
3459,truck
3460,ship
3461,frog
3462,horse
3463,airplane
3464,automobile
3465,truck
3466,deer
3467,airplane
3468,frog
3469,deer
3470,dog
3471,ship
3472,airplane
3473,truck
3474,frog
3475,frog
3476,frog
3477,dog
3478,ship
3479,airplane
3480,ship
3481,frog
3482,frog
3483,deer
3484,frog
3485,airplane
3486,ship
3487,frog
3488,airplane
3489,dog
3490,ship
3491,airplane
3492,truck
3493,truck
3494,truck
3495,frog
3496,horse
3497,ship
3498,airplane
3499,dog
3500,frog
3501,deer
3502,frog
3503,dog
3504,dog
3505,truck
3506,deer
3507,ship
3508,airplane
3509,airplane
3510,ship
3511,frog
3512,automobile
3513,frog
3514,dog
3515,truck
3516,deer
3517,airplane
3518,frog
3519,dog
3520,deer
3521,dog
3522,frog
3523,airplane
3524,frog
3525,airplane
3526,truck
3527,horse
3528,frog
3529,dog
3530,airplane
3531,frog
3532,ship
3533,frog
3534,frog
3535,frog
3536,dog
3537,truck
3538,frog
3539,automobile
3540,frog
3541,horse
3542,truck
3543,dog
3544,airplane
3545,airplane
3546,truck
3547,airplane
3548,dog
3549,truck
3550,horse
3551,truck
3552,deer
3553,truck
3554,ship
3555,dog
3556,dog
3557,airplane
3558,horse
3559,truck
3560,airplane
3561,airplane
3562,airplane
3563,truck
3564,dog
3565,deer
3566,dog
3567,frog
3568,frog
3569,frog
3570,frog
3571,airplane
3572,dog
3573,ship
3574,frog
3575,deer
3576,dog
3577,airplane
3578,airplane
3579,frog
3580,frog
3581,airplane
3582,frog
3583,frog
3584,dog
3585,horse
3586,frog
3587,horse
3588,dog
3589,truck
3590,airplane
3591,airplane
3592,frog
3593,airplane
3594,airplane
3595,frog
3596,ship
3597,frog
3598,airplane
3599,ship
3600,frog
3601,airplane
3602,deer
3603,frog
3604,truck
3605,frog
3606,automobile
3607,ship
3608,airplane
3609,dog
3610,ship
3611,automobile
3612,frog
3613,frog
3614,frog
3615,horse
3616,frog
3617,airplane
3618,airplane
3619,frog
3620,airplane
3621,frog
3622,frog
3623,truck
3624,dog
3625,frog
3626,truck
3627,ship
3628,frog
3629,truck
3630,airplane
3631,airplane
3632,ship
3633,frog
3634,frog
3635,bird
3636,airplane
3637,ship
3638,ship
3639,ship
3640,dog
3641,truck
3642,ship
3643,dog
3644,truck
3645,truck
3646,airplane
3647,airplane
3648,horse
3649,frog
3650,dog
3651,ship
3652,bird
3653,frog
3654,frog
3655,ship
3656,frog
3657,deer
3658,truck
3659,airplane
3660,dog
3661,deer
3662,airplane
3663,ship
3664,ship
3665,airplane
3666,ship
3667,frog
3668,frog
3669,frog
3670,airplane
3671,airplane
3672,ship
3673,frog
3674,truck
3675,airplane
3676,frog
3677,frog
3678,deer
3679,airplane
3680,dog
3681,airplane
3682,frog
3683,airplane
3684,automobile
3685,ship
3686,automobile
3687,airplane
3688,frog
3689,airplane
3690,airplane
3691,frog
3692,frog
3693,truck
3694,airplane
3695,ship
3696,airplane
3697,truck
3698,truck
3699,frog
3700,frog
3701,frog
3702,truck
3703,frog
3704,frog
3705,frog
3706,airplane
3707,horse
3708,ship
3709,dog
3710,airplane
3711,airplane
3712,deer
3713,cat
3714,ship
3715,airplane
3716,dog
3717,dog
3718,frog
3719,frog
3720,ship
3721,ship
3722,horse
3723,frog
3724,dog
3725,ship
3726,truck
3727,truck
3728,frog
3729,frog
3730,frog
3731,airplane
3732,airplane
3733,truck
3734,frog
3735,ship
3736,automobile
3737,truck
3738,ship
3739,truck
3740,horse
3741,frog
3742,airplane
3743,ship
3744,frog
3745,dog
3746,frog
3747,truck
3748,frog
3749,airplane
3750,ship
3751,airplane
3752,airplane
3753,frog
3754,frog
3755,truck
3756,dog
3757,cat
3758,frog
3759,dog
3760,frog
3761,airplane
3762,frog
3763,frog
3764,airplane
3765,ship
3766,frog
3767,cat
3768,bird
3769,ship
3770,dog
3771,ship
3772,frog
3773,deer
3774,airplane
3775,frog
3776,truck
3777,horse
3778,airplane
3779,dog
3780,truck
3781,truck
3782,automobile
3783,frog
3784,frog
3785,truck
3786,horse
3787,cat
3788,ship
3789,frog
3790,airplane
3791,deer
3792,frog
3793,dog
3794,airplane
3795,frog
3796,frog
3797,airplane
3798,deer
3799,ship
3800,airplane
3801,airplane
3802,airplane
3803,frog
3804,truck
3805,ship
3806,airplane
3807,frog
3808,frog
3809,dog
3810,dog
3811,truck
3812,frog
3813,automobile
3814,airplane
3815,dog
3816,truck
3817,ship
3818,truck
3819,deer
3820,frog
3821,dog
3822,frog
3823,truck
3824,dog
3825,truck
3826,frog
3827,truck
3828,frog
3829,truck
3830,frog
3831,frog
3832,truck
3833,horse
3834,truck
3835,frog
3836,frog
3837,truck
3838,horse
3839,ship
3840,frog
3841,frog
3842,frog
3843,truck
3844,frog
3845,dog
3846,frog
3847,airplane
3848,automobile
3849,frog
3850,ship
3851,frog
3852,airplane
3853,truck
3854,deer
3855,frog
3856,truck
3857,airplane
3858,truck
3859,airplane
3860,truck
3861,truck
3862,airplane
3863,dog
3864,airplane
3865,airplane
3866,truck
3867,frog
3868,frog
3869,ship
3870,frog
3871,deer
3872,frog
3873,ship
3874,truck
3875,frog
3876,truck
3877,frog
3878,airplane
3879,frog
3880,ship
3881,airplane
3882,airplane
3883,deer
3884,airplane
3885,deer
3886,frog
3887,airplane
3888,truck
3889,dog
3890,frog
3891,truck
3892,airplane
3893,ship
3894,horse
3895,airplane
3896,airplane
3897,airplane
3898,frog
3899,frog
3900,frog
3901,truck
3902,airplane
3903,dog
3904,airplane
3905,frog
3906,truck
3907,ship
3908,automobile
3909,dog
3910,horse
3911,ship
3912,frog
3913,truck
3914,frog
3915,airplane
3916,airplane
3917,ship
3918,ship
3919,frog
3920,ship
3921,truck
3922,truck
3923,automobile
3924,ship
3925,truck
3926,frog
3927,frog
3928,truck
3929,airplane
3930,frog
3931,airplane
3932,truck
3933,ship
3934,ship
3935,horse
3936,frog
3937,ship
3938,dog
3939,horse
3940,frog
3941,frog
3942,frog
3943,frog
3944,ship
3945,frog
3946,airplane
3947,ship
3948,ship
3949,truck
3950,airplane
3951,truck
3952,frog
3953,truck
3954,dog
3955,automobile
3956,airplane
3957,frog
3958,airplane
3959,frog
3960,airplane
3961,frog
3962,frog
3963,airplane
3964,ship
3965,airplane
3966,airplane
3967,frog
3968,frog
3969,frog
3970,dog
3971,dog
3972,horse
3973,cat
3974,airplane
3975,airplane
3976,frog
3977,frog
3978,frog
3979,frog
3980,airplane
3981,automobile
3982,ship
3983,airplane
3984,truck
3985,frog
3986,frog
3987,automobile
3988,truck
3989,truck
3990,airplane
3991,deer
3992,frog
3993,ship
3994,horse
3995,truck
3996,airplane
3997,frog
3998,frog
3999,frog
4000,truck
4001,truck
4002,truck
4003,frog
4004,ship
4005,truck
4006,frog
4007,truck
4008,airplane
4009,airplane
4010,airplane
4011,airplane
4012,airplane
4013,truck
4014,horse
4015,ship
4016,frog
4017,ship
4018,deer
4019,ship
4020,dog
4021,airplane
4022,truck
4023,frog
4024,frog
4025,airplane
4026,deer
4027,airplane
4028,dog
4029,deer
4030,airplane
4031,ship
4032,dog
4033,frog
4034,frog
4035,truck
4036,truck
4037,frog
4038,horse
4039,airplane
4040,airplane
4041,truck
4042,airplane
4043,frog
4044,dog
4045,frog
4046,deer
4047,dog
4048,frog
4049,ship
4050,truck
4051,automobile
4052,airplane
4053,truck
4054,truck
4055,ship
4056,truck
4057,airplane
4058,truck
4059,airplane
4060,truck
4061,truck
4062,truck
4063,ship
4064,airplane
4065,frog
4066,dog
4067,dog
4068,truck
4069,ship
4070,frog
4071,truck
4072,frog
4073,cat
4074,deer
4075,frog
4076,ship
4077,dog
4078,frog
4079,truck
4080,horse
4081,ship
4082,ship
4083,frog
4084,ship
4085,airplane
4086,dog
4087,ship
4088,airplane
4089,frog
4090,deer
4091,dog
4092,frog
4093,ship
4094,airplane
4095,frog
4096,airplane
4097,airplane
4098,ship
4099,ship
4100,truck
4101,airplane
4102,truck
4103,ship
4104,truck
4105,frog
4106,automobile
4107,airplane
4108,truck
4109,horse
4110,frog
4111,frog
4112,truck
4113,ship
4114,airplane
4115,airplane
4116,airplane
4117,ship
4118,frog
4119,truck
4120,ship
4121,airplane
4122,frog
4123,frog
4124,airplane
4125,dog
4126,airplane
4127,airplane
4128,airplane
4129,airplane
4130,deer
4131,airplane
4132,cat
4133,frog
4134,cat
4135,truck
4136,dog
4137,airplane
4138,truck
4139,ship
4140,frog
4141,airplane
4142,frog
4143,automobile
4144,airplane
4145,ship
4146,frog
4147,frog
4148,frog
4149,airplane
4150,airplane
4151,frog
4152,airplane
